Ártal,Grófflokkun,Fínflokkun,Lýsing,Nánar,Virkur,Listi sakarefna í Réttarvörslugátt/Frá dómstólum,Spurningar / athugasemdir
1940-019-202-001,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, samræði eða önnur kynferðismök við barn yngra en 15 ára",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-202-002,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, önnur kynferðisleg áreitni við barn yngra en 15 ára",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-202-003,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot við yngri en 18 ára, tæling til samræðis eða annarra kynferðismaka með blekkingum eða gjöfum",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-202-004,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, nettæling",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-204-000,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, gáleysi um aldur samkvæmt 201. eða 202. gr.",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-001,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, kaup á vændi",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-002,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, barni yngra en 18 ára veitt endurgjald gegn því að hafa við það samræði eða önnur kynferðsimök",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-003,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, atvinna eða viðurværi af vændi annarra",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-004,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, ginning, hvatning eða aðstoð barns yngra en 18 ára til vændis",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-005,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, hagnýting lauslætis annarra",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-006,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, stuðlað að því með ginningum, hvatningum eða milligöngu að aðrir hafi samræði eða önnur kynferðismök gegn greiðslu eða tekjur hafðar af vændi annarra, svo sem með útleigu húsnæðis eða öðru",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-206-007,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, óskað eftir kynmökum við annan mann eða þeim miðlað eða boðin fram í opinberri auglýsingu",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-209-001,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, blygðunarsemisbrot",,TRUE,Blygðunarsemisbrot,
1940-019-210-001,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, klám á prenti",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-210-002,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, útbreiðsla kláms",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-210-003,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, afhending kláms til yngri en 18 ára",,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-210a-000,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, barnaníð","Innflutningur, framleiðsla, öflun og varsla á barnaníðsefni",TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-210a-000,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, barnaníð","Myndir, myndskeið eða annað efni skoðað",TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-210b-000,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, barnaníð,  nektar- eða klámsýning",Barn látið taka þátt í nektar- eða klámsýningu,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-210b-000,Hegningarlagabrot,Kynferðisbrot,"Kynferðisbrot, barnaníð,  nektar- eða klámsýning",Nektar- eða klámsýning barna sótt,TRUE,Kynferðisbrot önnur en nauðgun,
1940-019-211-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Manndráp,Mannslát,TRUE,Manndráp,
1940-019-211-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Manndráp,Tilraun,TRUE,Tilraun til manndráps,
1940-019-212-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Manndráp, dráp móður á barni við fæðingu",Mannslát,TRUE,Manndráp,
1940-019-213-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Manndráp, líknardráp",Mannslát,TRUE,Manndráp,
1940-019-214-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Stuðlað að því að annar maður ráði sjálfum sér bana,,TRUE,Manndráp,
1940-019-215-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Mannsbani af gáleysi,Mannslát,TRUE,Manndráp,
1940-019-216-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Manndráp, fósturdráp",,TRUE,Manndráp,
1940-019-217-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Líkamsárás (217),Líkamsárás 217 gr.,TRUE,Líkamsárás - minniháttar,
1940-019-218-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Líkamsárás, meiriháttar (218.1)",,TRUE,Líkamsárás - meiriháttar,
1940-019-218-002,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Líkamsárás, stórfelld (218.2)",Mannslát,TRUE,Líkamsárás sem leiðir til dauða,
1940-019-218-002,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Líkamsárás, stórfelld (218.2)",Sérstaklega hættuleg aðferð,TRUE,Líkamsárás - sérlega hættuleg,
1940-019-218-002,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Líkamsárás, stórfelld (218.2)",Stórfellt líkamstjón,TRUE,Líkamsárás - sérlega hættuleg,
1940-019-218b-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Endurtekið eða á alvarlegan hátt ógnað lífi, heilsu eða velferð fjölskyldumeðlims  (218b)",Annað,TRUE,Heimilisofbeldi/Brot í nánu sambandi,"Héri og Vesturland ekki viss hvor flokkurinn er betri, getur verið mismunandi milli mála"
1940-019-218b-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Endurtekið eða á alvarlegan hátt ógnað lífi, heilsu eða velferð fjölskyldumeðlims  (218b)",Frelsissvipting,TRUE,Heimilisofbeldi/Brot í nánu sambandi,"Héri og Vesturland ekki viss hvor flokkurinn er betri, getur verið mismunandi milli mála"
1940-019-218b-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Endurtekið eða á alvarlegan hátt ógnað lífi, heilsu eða velferð fjölskyldumeðlims  (218b)",Hótun,TRUE,Heimilisofbeldi/Brot í nánu sambandi,"Héri og Vesturland ekki viss hvor flokkurinn er betri, getur verið mismunandi milli mála"
1940-019-218b-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Endurtekið eða á alvarlegan hátt ógnað lífi, heilsu eða velferð fjölskyldumeðlims  (218b)",Nauðung,TRUE,Heimilisofbeldi/Brot í nánu sambandi,"Héri og Vesturland ekki viss hvor flokkurinn er betri, getur verið mismunandi milli mála"
1940-019-218b-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Endurtekið eða á alvarlegan hátt ógnað lífi, heilsu eða velferð fjölskyldumeðlims  (218b)",Ofbeldi,TRUE,Heimilisofbeldi/Brot í nánu sambandi,"Héri og Vesturland ekki viss hvor flokkurinn er betri, getur verið mismunandi milli mála"
1940-019-218b-002,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Heimilisofbeldi, stórfellt",,TRUE,Heimilisofbeldi/Brot í nánu sambandi,"Héri og Vesturland ekki viss hvor flokkurinn er betri, getur verið mismunandi milli mála"
1940-019-219-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Líkamsmeiðingar af gáleysi,,TRUE,Líkamsmeiðingar,
1940-019-220-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Brot gegn lífi og líkama, lífi eða heilsu stefnt í háska",,TRUE,Hegningarlagabrot önnur,
1940-019-220-004,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Lífi eða heilsu annarra stofnað í augljósan háska af gáska eða á annan ófyrirleitinn hátt,,TRUE,Hegningarlagabrot önnur,
1940-019-221-001,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Látið farast fyrir að koma manni í lífsháska til bjargar,,TRUE,Hegningarlagabrot önnur,
1940-019-221-002,Hegningarlagabrot,Manndráp og líkamsmeiðingar,Ekki neytt þeirra bjargarmeðala sem fyrir hendi eru til að lífga þá við sem líf kann að leynast með,,TRUE,Hegningarlagabrot önnur,
1940-019-222-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Vísvitandi eða af gáleysi fært einstaklingi (barni, ölvuðum, með geðræn veikindi, þroskahömlun) hættulega muni eða efni í hendur ",Barn,TRUE,Hegningarlagabrot önnur,
1940-019-222-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Vísvitandi eða af gáleysi fært einstaklingi (barni, ölvuðum, með geðræn veikindi, þroskahömlun) hættulega muni eða efni í hendur ",Geðræn veikindi,TRUE,Hegningarlagabrot önnur,
1940-019-222-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Vísvitandi eða af gáleysi fært einstaklingi (barni, ölvuðum, með geðræn veikindi, þroskahömlun) hættulega muni eða efni í hendur ",Þroskahömlun,TRUE,Hegningarlagabrot önnur,
1940-019-222-000,Hegningarlagabrot,Manndráp og líkamsmeiðingar,"Vísvitandi eða af gáleysi fært einstaklingi (barni, ölvuðum, með geðræn veikindi, þroskahömlun) hættulega muni eða efni í hendur ",Ölvaður maður,TRUE,Hegningarlagabrot önnur,
1940-019-225-001,Hegningarlagabrot,Brot gegn frjálsræði manna,"Frelsi, ólögmæt nauðung",,TRUE,Hegningarlagabrot önnur,
1940-019-226-001,Hegningarlagabrot,Brot gegn frjálsræði manna,"Frelsi, frelsissvipting",,TRUE,Hegningarlagabrot önnur,
1940-019-226-002,Hegningarlagabrot,Brot gegn frjálsræði manna,"Frelsissvipting í ávinningsskyni, eða langvarandi",,TRUE,Hegningarlagabrot önnur,
1940-019-227a-000,Hegningarlagabrot,Brot gegn frjálsræði manna,Mansal,,TRUE,Hegningarlagabrot önnur,
1940-019-228-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,"Brot gegn friðhelgi einkalífs annars með því að hnýsast í, útbúa, afla, afrita, sýna, skýra frá, birta eða dreifa í heimildarleysi efni á hvaða formi sem er",,TRUE,Hegningarlagabrot önnur,
1940-019-229-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Heimildarlaus aðgangur að gögnum eða forritum annarra sem geymd eru á tölvutæku formi,,TRUE,Hegningarlagabrot önnur,
1940-019-230-000,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,"Maður, sem hefur eða haft hefur með höndum starf, sem opinbera skipun, leyfi eða viðurkenningu þarf til að rækja, segir frá einhverjum einkamálefnum, sem leynt eiga að fara ",,TRUE,Hegningarlagabrot önnur,
1940-019-232-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Brot gegn nálgunarbanni,,TRUE,Hegningarlagabrot önnur,
1940-019-232-002,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Ofsóknir,,TRUE,Hegningarlagabrot önnur,
1940-019-232a-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Endurteknar hótanir eða áreiti hverskonar til þess fallið að valda hræðslu eða kvíða (umsáturseinelti),,TRUE,Hegningarlagabrot önnur,
1940-019-233-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Hótanir,,TRUE,Hótun,
1940-019-233a-000,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,"Ráðist á mann eða hóp manna með rógi, smánun, ógnun eða öðrum hætti vegna litarháttar, kynþáttar, trúarbragða eða kynhneigðar",,TRUE,Hegningarlagabrot önnur,
1940-019-233b-000,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,"Maki, fyrrverandi maki, barn eða annar nákominn geranda móðgaður eða smánaður svo telja megi að feli í sér stórfelldar ærumeiðingar",,TRUE,Heimilisofbeldi,
1940-019-234-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Ærumeiðingar,,TRUE,Hegningarlagabrot önnur,
1940-019-235-000,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,"Aðdróttanir um eitthvað sem mundi verða virðingu annars til hnekkis, eða slíkar aðdróttanir bornar út.",,TRUE,Hegningarlagabrot önnur,
1940-019-236-001,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,Ærumeiðandi aðdróttun höfð í frammi gegn betri vitund,,TRUE,Hegningarlagabrot önnur,
1940-019-237-000,Hegningarlagabrot,Ærumeiðingar og brot gegn friðhelgi einkalífs,"Maður borinn brigslum án nokkurs tilefnis, þó sannar séu.",,TRUE,Hegningarlagabrot önnur,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - annað,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - eldsneyti,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - gsm,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - hnupl,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - innbrot,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - létt bifhjól,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - reiðhjól,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - skráningarmerki,TRUE,Þjófnaður,
1940-019-244-001,Hegningarlagabrot,Auðgunarbrot,Þjófnaður,Þjófnaður - ökutæki stolið,TRUE,Þjófnaður,
1940-019-245-001,Hegningarlagabrot,Auðgunarbrot,Gripdeild,,TRUE,Gripdeild,
1940-019-246-001,Hegningarlagabrot,Auðgunarbrot,"Fundið fé, ólögleg meðferð á fundnu fé",,TRUE,Hegningarlagabrot önnur,
1940-019-247-001,Hegningarlagabrot,Auðgunarbrot,Fjárdráttur,Fjárdráttur-munir,TRUE,Fjárdráttur,
1940-019-247-001,Hegningarlagabrot,Auðgunarbrot,Fjárdráttur,Fjárdráttur-peningar,TRUE,Fjárdráttur,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Blekkingarvefur (social engineering) - einstaklingur,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Blekkingarvefur (social engineering) - fyrirtæki,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-annað,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-flugmiðasvik með greiðslukorti,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-greiðslukort,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-með stolnum tékka,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-sviknar út veitingar og/eða gisting,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-tékkasvik,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Fjársvik-tryggingasvik,TRUE,Fjársvik,
1940-019-248-001,Hegningarlagabrot,Auðgunarbrot,Fjársvik,Netglæpir,TRUE,Fjársvik,
1940-019-249-001,Hegningarlagabrot,Auðgunarbrot,Umboðssvik,Umboðssvik-greiðslukort,TRUE,Hegningarlagabrot önnur,
1940-019-249-001,Hegningarlagabrot,Auðgunarbrot,Umboðssvik,Umboðssvik-tékkar,TRUE,Hegningarlagabrot önnur,
1940-019-249-001,Hegningarlagabrot,Auðgunarbrot,Umboðssvik,Umboðssvik-ýmislegt,TRUE,Hegningarlagabrot önnur,
1940-019-249a-000,Hegningarlagabrot,Auðgunarbrot,"Tölvuvélbúnaður, gögn eða forrit eyðilögð, þeim eytt eða breytt með ólögmætum hætti",,TRUE,Hegningarlagabrot önnur,
1940-019-250-001,Hegningarlagabrot,Auðgunarbrot,Skilasvik,,TRUE,Hegningarlagabrot önnur,
1940-019-251-001,Hegningarlagabrot,Auðgunarbrot,Fjárkúgun,,TRUE,Hegningarlagabrot önnur,
1940-019-252-001,Hegningarlagabrot,Auðgunarbrot,Rán,,TRUE,Hegningarlagabrot önnur,
1940-019-253-001,Hegningarlagabrot,Auðgunarbrot,Misneyting,,TRUE,Hegningarlagabrot önnur,
1940-019-254-001,Hegningarlagabrot,Auðgunarbrot,Hilming,,TRUE,Hylming,
1940-019-257-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Eignaspjöll (Minniháttar skemmdarverk),Ekki flokkað nánar,TRUE,Eignaspjöll,
1940-019-257-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Eignaspjöll (Minniháttar skemmdarverk),Rúðubrot,TRUE,Eignaspjöll,
1940-019-257-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Eignaspjöll (Minniháttar skemmdarverk),Veggjakrot,TRUE,Eignaspjöll,
1940-019-257-002,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Eignaspjöll (Meiriháttar skemmdarverk),,TRUE,Eignaspjöll,
1940-019-258-000,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Eignum skotið undan eða þeim spillt til að lánardrottnar geti ekki fengið greiðslu af þeim,,TRUE,Hegningarlagabrot önnur,
1940-019-259-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Nytjastuldur vélknúinna farartækja,Nytjastuldur ökutækis,TRUE,Nytjastuldur,
1940-019-259-002,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Nytjastuldur - Annað,,TRUE,Nytjastuldur,
1940-019-259-003,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Öðrum aftrað að neyta réttar síns til umráða yfir hlut sem hafður er í vörslu eða haldið,,TRUE,Nytjastuldur,
1940-019-260-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Gertæki,,TRUE,Hegningarlagabrot önnur,
1940-019-261-000,Hegningarlagabrot,Auðgunarbrot,"Aðferðum auðgunarbrota beitt, án þess að auðgunartilgangur þyki sannaður",,TRUE,Hegningarlagabrot önnur,
1940-019-262-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Stórfelld skattalagabrot,,TRUE,Skattalagabrot,
1940-019-262-002,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Meiriháttar brot á lögum um bókhald eða ársreikninga,,TRUE,Hegningarlagabrot önnur,
1940-019-263-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Hilming af gáleysi,,TRUE,Hylming,
1940-019-264-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,"Peningaþvætti, auðgun vegna brotastarfsemi",,TRUE,Peningaþvætti,
1940-019-264-002,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,"Peningaþvætti, vegna ávinnings af eigin broti",,TRUE,Peningaþvætti,
1940-019-264-004,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Peningaþvætti af gáleysi,,TRUE,Peningaþvætti,
1940-019-264a-001,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,Stjórnanda fyrirtækis eða einhverjum sem innir af hendi störf á vegum þess boðnar gjafir eða annar ávinngingur sem hann á ekki tilkall til í þágu hans eða annarra til að fá hann til að gera eitthvað eða láta eitthvað ógert í bága við starfsskyldur hans,,TRUE,Hegningarlagabrot önnur,
1940-019-264a-002,Hegningarlagabrot,Ýmis brot er varða fjárréttindi,"Stjórnandi fyrirtækis í atvinnurekstri eða annar sem innir af hendi störf á vegum þess heimtar, tekur við eða lætur lofa sér eða öðrum gjöfum eða öðrum ávinningi sem hann á ekki tilkall til og gerir með því eitthvað eða lætur eitthvað ógert ",,TRUE,Hegningarlagabrot önnur,
1940-172-001-000,Hegningarlagabrot,"Brot, sem hafa í för með sér almannahættu",Vinnur að því að útbreiða neysluvöru eða hluti hættulegar heilbrigði manna ,,TRUE,Hegningarlagabrot önnur,
1940-172-002-000,Hegningarlagabrot,"Brot, sem hafa í för með sér almannahættu",Gáleysi við að útbreiða neysluvöru eða hluti hættulegar heilbrigði manna ,,TRUE,Hegningarlagabrot önnur,
1849-206-003-000,Sérrefsilagabrot,Atvinnuvegir - veiði og friðun,Brot á ákvæðum um netalög,,TRUE,Sérrefsilagabrot önnur,
1903-016-000-000,Sérrefsilagabrot,Atvinnuvegir - verslun,"Lög um verslunarskrár, firmu og prókúruumboð",,TRUE,Sérrefsilagabrot önnur,
1923-015-000-000,Sérrefsilagabrot,Sérrefsilög,Vatnalög,,TRUE,Sérrefsilagabrot önnur,
1926-006-000-000,Sérrefsilagabrot,Sérrefsilög,"Happdrætti, lög um happdrætti (lotterí) og hlutaveltur",,TRUE,Sérrefsilagabrot önnur,
1933-094-000-000,Sérrefsilagabrot,Sérrefsilög,Tékkalög,,TRUE,Sérrefsilagabrot önnur,
1941-046-000-000,Sérrefsilagabrot,Stjórnarfar - landshagir,Brot á landskiptalögum,,TRUE,Sérrefsilagabrot önnur,
1944-034-000-000,Sérrefsilagabrot,Stjórnarfar - landshagir,Brot á lögum um þjóðfána Íslendinga og ríkisskjaldarmerkið,,TRUE,Sérrefsilagabrot önnur,
1948-013-000-000,Sérrefsilagabrot,Stjórnarfar - embættismenn og yfirvöld,Lög um heimild til að staðfesta fyrir Íslands hönd alþjóðasamning um réttindi Sameinuðu þjóðanna ,,TRUE,Sérrefsilagabrot önnur,
1949-026-000-000,Sérrefsilagabrot,Sérrefsilög,"Hvalveiðar, lög um hvalveiðar",,TRUE,Sérrefsilagabrot önnur,
1952-073-000-000,Sérrefsilagabrot,Stjórnarfar - félagsmálefni,Brot á lögum um tilkynningar aðsetursskipta,,TRUE,Sérrefsilagabrot önnur,
1952-100-011-001,Sérrefsilagabrot,Sérrefsilög,Um íslenskan ríkisborgararétt,Rangar upplýsingar við umsókn,TRUE,Sérrefsilagabrot önnur,
1953-035-000-000,Sérrefsilagabrot,Stjórnarfar - landshagir,Brot á lögum um bæjarnöfn o.fl.,,TRUE,Sérrefsilagabrot önnur,
1956-057-000-000,Sérrefsilagabrot,Sérrefsilög,"Prentréttur, lög þar um",,TRUE,Sérrefsilagabrot önnur,
1956-092-000-000,Sérrefsilagabrot,Sérrefsilög,"Hnefaleikar, lög um bann við hnefaleikum   (92/1956)",,TRUE,Sérrefsilagabrot önnur,
1967-058-000-000,Sérrefsilagabrot,Sérrefsilög,Orkulög,,TRUE,Sérrefsilagabrot önnur,
1969-005-000-000,Sérrefsilagabrot,Stjórnarfar - embættismenn og yfirvöld,Lög um framkvæmd fyrirmæla Öryggisráðs Sameinuðu þjóðanna ,,TRUE,Sérrefsilagabrot önnur,
1972-059-000-000,Sérrefsilagabrot,Sérrefsilög,"Happdrætti, lög um getraunir",,TRUE,Sérrefsilagabrot önnur,
